Id Unit,Id,Code,Name,Desctiption,Status
184386,1267,B.05PPN31.077.1,Melaksanakan Pemeriksaan Mesin Secara Cepat (Quick Pm) Unit Genset dan Siste Penerangan,,1
184387,1267,B.05PPN31.078.1,Melaksanakan Periodical Services Pompa,,1
184388,1267,B.05PPN31.079.1,Melaksanakan Daily Check Pompa,,1
184389,1267,B.05PPN31.080.1,Melaksanakan Pemeriksaan Mesin Secara Cepat (Quick Pm) Pompa,,1
184390,1267,B.05PPN31.081.1,Melaksanakan Periodical Services Mobile Crane,,1
184391,1267,B.05PPN31.082.1,Melaksanakan Daily Check Mobile Crane,,1
184392,1267,B.05PPN31.083.1,Melaksanakan Pemeriksaan Mesin Secara Cepat (Quick Pm) Mobile Crane,,1
184393,1267,B.05PPN31.084.1,Mengidentifikasi Sistem-Sistem Dasar Pada Alat Berat,,1
184394,1267,B.05PPN31.085.1,Menggunakan Alat Bantu Kerja pada Aktivitas Maintenance,,1
184395,1267,B.05PPN31.086.1,Melaksanakan Technical Instruction Preventive Maintenance,,1
184396,1267,B.05PPN31.087.1,Melaksanakan Technical Instruction Remove and Install,,1
184397,1267,B.05PPN31.088.1,Melaksanakan Technical Instruction Repair,,1
184398,1267,B.05PPN31.089.1,Melaksanakan Technical Instruction Machine Troubleshooting,,1
184399,1267,B.05PPN31.090.1,Melaksanakan Technical Instruction Overhaul,,1
179929,1184,B.05PPN30.001.2,Menerapkan K3 di Tempat Kerja,,1
179930,1184,B.05PPN30.002.2,Melakukan Komunikasi di Tempat Kerja,,1
179960,1184,B.05PPN31.001.1,Melaksanakan Perawatan Harian (P2H) Unit Light Dump Truck (LD),,1
179961,1184,B.05PPN31.002.1,Mengoperasikan Unit Light Dump Truck,,1
179931,1184,B.05PPN31.003.2,Melaksanakan Perawatan Harian (P2H) Unit Excavator,,1
179932,1184,B.05PPN31.004.2,Melaksanakan Perawatan Harian (P2H) Unit Wheel Loader,,1
179933,1184,B.05PPN31.005.2,Melaksanakan Perawatan Harian (P2H) Unit Articulated Dump Truck,,1
179934,1184,B.05PPN31.006.2,Melaksanakan Perawatan Harian (P2H) Unit Heavy Dump Truck (HD),,1
179935,1184,B.05PPN31.007.2,Melaksanakan Perawatan Harian (P2H) Unit Semi Dump Trailer (SDT),,1
179936,1184,B.05PPN31.008.2,Melaksanakan Perawatan Harian (P2H) Unit Bulldozer,,1
179937,1184,B.05PPN31.009.2,Melaksanakan Perawatan Harian (P2H) Unit Motor Grader,,1
179938,1184,B.05PPN31.010.2,Melaksanakan Perawatan Harian (P2H) Unit Drilling Machine,,1
179939,1184,B.05PPN31.011.2,Melaksanakan Perawatan Harian (P2H) Unit Jib Crane,,1
179940,1184,B.05PPN31.012.2,Melaksanakan Perawatan Harian (P2H) Unit Barge Loader,,1
179941,1184,B.05PPN31.013.3,Melaksanakan Perawatan Harian (P2H) Unit Mobile Crane,,1
179942,1184,B.05PPN31.014.2,Mengoperasikan Unit Excavator,,1
179943,1184,B.05PPN31.015.2,Mengoperasikan Unit Wheel Loader,,1
179944,1184,B.05PPN31.016.2,Mengoperasikan Unit Articulated Dump Truck,,1
179945,1184,B.05PPN31.017.2,Mengoperasikan Unit Heavy Dump Truck (HD),,1
179946,1184,B.05PPN31.018.2,Mengoperasikan Unit Semi Dump Trailer (SDT),,1
179947,1184,B.05PPN31.019.2,Mengoperasikan Unit Bulldozer,,1
179948,1184,B.05PPN31.020.2,Mengoperasikan Unit Motor Grader,,1
179949,1184,B.05PPN31.021.2,Mengoperasikan Unit Drilling Machine,,1
179950,1184,B.05PPN31.022.2,Mengoperasikan Unit Jib Crane,,1
179951,1184,B.05PPN31.023.2,Mengoperasikan Unit Barge Loader,,1
179952,1184,B.05PPN31.024.3,Mengoperasikan Mobile Crane,,1
179953,1184,B.05PPN31.025.2,Melakukan Travel Unit Mobile Crane,,1
179954,1184,B.05PPN31.026.2,Mengoperasikan Crane,,1
179955,1184,B.05PPN31.027.2,Mengoperasikan Unit Carrier Crane,,1
179956,1184,B.05PPN31.028.2,Melaksanakan Perawatan Harian (P2H) Crane,,1
179957,1184,B.05PPN31.029.2,Melaksanakan Perawatan Harian (P2H) Unit Carrier Crane,,1
179958,1184,B.05PPN31.030.2,Melakukan Teknik Pengikatan Beban (Rigging),,1
179959,1184,B.05PPN31.031.2,Menangani Beban untuk Truck Crane,,1
179962,1184,B.05PPN31.073.1,Melakukan Penggalian Material Lumpur Menggunakan Excavator,,1
179963,1184,B.05PPN31.074.1,Melakukan Pembuatan Jalan Tambang dengan Unit Bulldozer,,1
179890,1183,B.05PPN31.032.2,Melaksanakan Periodical Service Unit  Excavator PC2000,,1
179891,1183,B.05PPN31.033.2,Melaksanakan Daily Check Unit Excavator PC2000,,1
179892,1183,B.05PPN31.034.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Unit Excavator  PC2000,,1
179893,1183,B.05PPN31.035.2,Melaksanakan Periodical Service Unit  Excavator PC1250,,1
179894,1183,B.05PPN31.036.2,Melaksanakan Daily Check Unit Excavator PC1250,,1
179895,1183,B.05PPN31.037.2,Melaksanakan Pemeriksaan Mesin Secara Cepat (Quick Pm) Unit Excavator PC1250,,1
179896,1183,B.05PPN31.038.2,Melaksanakan Periodical Service Unit Wheel Loader WA500,,1
179897,1183,B.05PPN31.039.2,Melaksanakan Daily Check  Unit Wheel Loader WA500,,1
179898,1183,B.05PPN31.040.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Wheel Loader WA500,,1
179899,1183,B.05PPN31.041.2,Melaksanakan Periodical Service Unit Wheel Loader WA600,,1
179900,1183,B.05PPN31.042.2,Melaksanakan Daily Check  Unit Wheel Loader WA 600,,1
179901,1183,B.05PPN31.043.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Wheel Loader WA 600,,1
179902,1183,B.05PPN31.044.2,Melaksanakan Periodical Service Unit Bulldozer D 375,,1
179903,1183,B.05PPN31.045.2,Melaksanakan Daily Check  Unit  Bulldozer D 375,,1
179904,1183,B.05PPN31.046.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Unit Bulldozer D 375,,1
179905,1183,B.05PPN31.047.2,Melaksanakan Periodical Service Unit  Bulldozer D155,,1
179906,1183,B.05PPN31.048.2,Melaksanakan Daily Check  Unit Bulldozer D155,,1
179907,1183,B.05PPN31.049.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Unit Bulldozer  D155,,1
179908,1183,B.05PPN31.050.2,Melaksanakan Periodical Service Unit  Motor Grader GD705,,1
179909,1183,B.05PPN31.051.2,Melaksanakan Daily Check Unit Motor Grader GD705,,1
179911,1183,B.05PPN31.053.2,Melaksanakan Periodical Service Unit  Motor Grader GD825,,1
179912,1183,B.05PPN31.054.2,Melaksanakan Daily Check Unit Motor Grader GD825,,1
179913,1183,B.05PPN31.055.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Unit Motor Grader GD825,,1
179914,1183,B.05PPN31.056.2,Melaksanakan Periodical Service Heavy Dump Truck HD465,,1
179915,1183,B.05PPN31.057.2,Melaksanakan Daily Check  Heavy Dump Truck HD465,,1
179916,1183,B.05PPN31.058.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Heavy Dump Truck HD465,,1
179917,1183,B.05PPN31.059.2,Melaksanakan Periodical Service Heavy Dump Truck HD785,,1
179918,1183,B.05PPN31.060.2,Melaksanakan Daily Check  Heavy Dump Truck HD785,,1
179919,1183,B.05PPN31.061.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Heavy Dump Truck HD785,,1
179920,1183,B.05PPN31.062.1,Melaksanakan Periodical Service Drilling Machine,,1
179921,1183,B.05PPN31.063.1,Melaksanakan Daily Check  Drilling Machine,,1
179922,1183,B.05PPN31.064.1,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Drilling Machine,,1
179923,1183,B.05PPN31.065.1,Melaksanakan Periodical Service Light Dump Truck (LDT),,1
179924,1183,B.05PPN31.066.1,Melaksanakan Daily Check  Light Dump Truck (LDT),,1
179925,1183,B.05PPN31.067.1,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Light Dump Truck (LDT),,1
179926,1183,B.05PPN31.068.1,Melaksanakan Periodical Service Semi Dump Trailer (SDT),,1
179927,1183,B.05PPN31.069.1,Melaksanakan Daily Check  Semi Dump Trailer (SDT),,1
179928,1183,B.05PPN31.070.1,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm) Semi Dump Trailer (SDT),,1
179910,1183,B.05PPN31052.2,Melaksanakan Pemeriksanaan Mesin Secara Cepat (Quick Pm)  Unit Motor Grader GD705,,1
25560,847,F.42MPB00.001.1,Melakukan Pekerjaan Persiapan Timbunan Tubuh Bendungan,,1
25562,847,F.42MPB00.002.1,Melakukan Pekerjaan Timbunan Tubuh Bendungan,,1
25565,847,F.42MPB00.003.1,Membuat Laporan Pekerjaan Timbunan Tubuh Bendungan,,1
28063,946,F.42HLK00.001.1,Melaksanakan Analisis Aliran Air pada Sungai dan Saluran,,1
28064,946,F.42HLK00.002.1,Melakukan Analisis Hidrolika Bangunan Air di Sungai dan Saluran,,1
28065,946,F.42HLK00.003.1,Melakukan Analisis Sedimen Transport,,1
28066,946,F.42HLK00.004.1,Melakukan Analisis Bangunan Pengendali Sedimen,,1
28067,946,F.42HLK00.005.1,Melaksanakan Analisis Perencanaan dan Pelaksanaan Bendung,,1
28068,946,F.42HLK00.006.1,Melaksanakan Analisis Perencanaan dan Pelaksanaan Bendungan,,1
28069,946,F.42HLK00.007.1,Melakukan Analisis Aliran Dalam Pipa,,1
28070,946,F.42HLK00.008.1,Melakukan Perencanaan dan Pelaksanaan Jaringan Perpipaan,,1
26552,905,F.42PAN00.001.1,Melakukan Survei Identifikasi Tingkat Kerusakan Pantai,,1
26553,905,F.42PAN00.002.1,Menentukan Penyebab Kerusakan Pantai,,1
26555,905,F.42PAN00.003.1,Membuat Analisis Penilaian Tingkat Kerusakan Daerah Pantai dan Prioritas Penanganan ,,1
26557,905,F.42PAN00.004.1,Membuat Kajian tentang Konsep Penanganan Kerusakan Pantai ,,1
26558,905,F.42PAN00.005.1,Melakukan Survei Lapangan,,1
26560,905,F.42PAN00.006.1,Melakukan Kajian Sistem Pengembangan Kawasan Pantai Beserta Bangunan Pelindung Pantai,,1
26562,905,F.42PAN00.007.1,Melakukan Kajian Bencana Pesisir ,,1
26563,905,F.42PAN00.008.1,Melakukan Kajian Mitigasi Bencana Pesisir,,1
26565,905,F.42PAN00.009.1,Menentukan Jenis dan Tipe Struktur Bangunan Pantai ,,1
26567,905,F.42PAN00.010.1,Menentukan Tata Letak Bangunan Pantai dan Pengaruhnya Terhadap Angkutan Sedimen Pantai ,,1
26571,905,F.42PAN00.011.1,Melakukan Kajian Borrow Area dan Quarry,,1
26572,905,F.42PAN00.011.1,Melakukan Kajian Borrow Area dan Quarry,,1
26573,905,F.42PAN00.011.1,Melakukan Kajian Borrow Area dan Quarry,,1
26574,905,F.42PAN00.012.1,Menetukan Muka Air Laut Rencana ,,1
26576,905,F.42PAN00.013.1,Menetukan Kala Ulang dan Tinggi Gelombang Rencana ,,1
26577,905,F.42PAN00.014.1,Melakukan Analisis Wave Run-Up dan Penetapan Mercu Bangunan Pantai ,,1
26579,905,F.42PAN00.015.1,Melaksanakan Perencanaan Pondasi ,,1
26580,905,F.42PAN00.016.1,Merancang Struktur Bangunan Pantai,,1
26581,905,F.42PAN00.017.1,Merancang Bangunan Sarana dan Prasarana Pendukung ,,1
26582,905,F.42PAN00.018.1,Menyusun Metode Pelaksanaan Bangunan Pantai Sesuai Konstruksi ,,1
26583,905,F.42PAN00.019.1,Menyusun Manual Operasi dan Pemeliharaan Bangunan Pantai ,,1
26387,903,F.42RAW00.001.1,Membuat Kajian Tentang Kondisi Lahan di Daerah Rawa  ,,1
26388,903,F.42RAW00.002.1,Membuat Perencanaan Pengaturan Tata Air di Lahan Rawa ,,1
26389,903,F.42RAW00.003.1,Melaksanakan Pemanfaatan Lahan Rawa untuk Rawa Lebak ,,1
26390,903,F.42RAW00.004.1,Melaksanakan Pemanfaatan Lahan Rawa untuk Rawa Pasang Surut ,,1
26391,903,F.42RAW00.005.1,Melaksanakan Pemanfaatan Lahan Rawa untuk Tambak ,,1
26392,903,F.42RAW00.006.1,Melaksanakan Pengawasan Pekerjaan Lahan Rawa ,,1
26393,903,F.42RAW00.007.1,Melaksanakan Perbaikan Pekerjaan Lahan Rawa ,,1
26394,903,F.42RAW00.008.1,Membuat Laporan Akhir Pekerjaan Lahan Rawa ,,1
26615,907,F.42MPD00.001.1,Melakukan Pekerjaan Persiapan Drainase Jalan,,1
26616,907,F.42MPD00.002.1,Melakukan Pekerjaan Drainase Jalan,,1
26617,907,F.42MPD00.003.1,Membuat Laporan Hasil Pekerjaan Drainase Jalan,,1
28055,945,F.41AEG00.001.1,Merancang Instalasi Listrik dan Sumber Tenaga Listrik pada Bangunan Gedung,,1
28056,945,F.41AEG00.002.1,Membuat Dokumen Teknis Pelaksanaan Pekerjaan Instalasi Listrik dan Sumber Tenaga Listrik untuk Bangunan Gedung.,,1
28057,945,F.41AEG00.003.1,Melakukan Kaji Ulang Rancangan Instalasi Listrik dan Sumber Tenaga Listrik pada Bangunan Gedung,,1
28058,945,F.41AEG00.004.1,"Melakukan Persiapan Pekerjaan Instalasi Listrik, dan Sumber Tenaga Listrik untuk Bangunan Gedung",,1
28059,945,F.41AEG00.005.1,Mengelola Pelaksanaan Pekerjaan Instalasi Listrik dan Sumber Tenaga Listrik untuk Bangunan Gedung,,1
28060,945,F.41AEG00.006.1,Mengawasi Pelaksanaan Pekerjaan Instalasi Listrik dan Sumber Tenaga listrik untuk Bangunan Gedung,,1
28061,945,F.41AEG00.007.1,"Membuat Pedoman Teknis untuk Operasi dan Pemeliharaan Instalasi Listrik, dan Sumber Tenaga Listrik untuk Bangunan Gedung",,1
28062,945,F.41AEG00.008.1,Membuat Laporan Hasil Pekerjaan,,1
168895,843,F.410140.001.01,MenerapkanKomunikasi di Tempat Kerja,,1
168896,843,F.41GED.02.001.1,Mengkoordinir Diagnosa Permasalahan,,1
168898,843,F.41GED.02.002.1,Memeriksa Perhitungan  Perkiraan  BiayaPekerjaan,,1
168900,843,F.41GED.02.003.1,Memeriksa Jadwal Kerja6,,1
168902,843,F.41GED.02.004.1,Mengelola Perkerjaan Perawatan Komponen-Komponen Bangunan Gedung,,1
168904,843,F.41GED.02.005.1,Mengkoordinir   Pelaksanaan   Pengujian Kelayakan  (Testingdan Commissioning) Hasil Pekerjaan     Perawatan     Sesuai Dengan  Persyaratan  Untuk  Difungsikan Kembali,,1
168906,843,F.41GED.02.006.1,Membuat Laporan,,1
168892,843,M.71FSL01.001.2,Menerapkan Keselamatan dan Kesehatan Kerja (K3),,1
169249,998,F.43GLG00.001.1,Melaksanakan Survei Geologi ,,1
169250,998,F.43GLG00.002.1,Melaksanakan Kajian tentang Gerakan Tanah ,,1
169251,998,F.43GLG00.003.1,Melaksanakan Kajian tentang Pengaruh Air ,,1
169252,998,F.43GLG00.004.1,Melaksanakan Kajian tentang Kegempaan ,,1
169253,998,F.43GLG00.005.1,Melaksanakan Kajian tentang Gunung Api ,,1
169254,998,F.43GLG00.006.1,Melaksanakan Kajian tentang Kendala Geologi ,,1
169255,998,F.43GLG00.007.1,Menganalisis Data Geologi pada Lokasi Konstruksi ,,1
169256,998,F.43GLG00.008.1,Melakukan Evaluasi Kondisi Geologi Permukaan dan Bawah Permukaan Untuk Masukan Tahap Perencanaan dan Desain di Lokasi Konstruksi ,,1
169257,998,F.43GLG00.009.1,Membuat Laporan terkait Aspek Geologi pada Lokasi Konstruksi ,,1
167637,929,F.43OPT04.001.1,Melakukan Pemeliharaan Peralatan Sebelum Pekerjaan Grouting ,,1
167638,929,F.43OPT04.002.1,Melakukan Persiapan Pekerjaan Grouting ,,1
167639,929,F.43OPT04.003.1,Melakukan Pekerjaan Grouting sesuai dengan Spesifikasi Pekerjaan ,,1
167640,929,F.43OPT04.004.1,Melakukan Pemeliharaan Peralatan Setelah Selesai Pekerjaan Grouting ,,1
168488,973,F.43OPT05.001.1,Melakukan Pemeliharaan sebelum Pengoperasian Hydraulic Hammer Breaker,<p>.</p>,1
168489,973,F.43OPT05.002.1,Melakukan Persiapan Pengoperasian Hydraulic Hammer Breaker,<p>.</p>,1
168490,973,F.43OPT05.003.1,Melakukan Pengoperasian Hydraulic Hammer Breaker sesuai Spesifikasi Pekerjaan,<p>.</p>,1
168491,973,F.43OPT05.004.1,Melakukan Pemeliharaan setelah Selesai Pengoperasian Hydraulic Hammer Breaker,<p>.</p>,1
167634,928,F.43OPT06.001.1,Melakukan Pemeliharaan sebelum Pengoperasian Pile Drive Hammer ,,1
167635,928,F.43OPT06.002.1,Melakukan Pengoperasian Pile Drive Hammer  sesuai Spesifikasi Pekerjaan ,,1
167636,928,F.43OPT06.003.1,Melakukan Pemeliharaan setelah Selesai Pengoperasian Pile Drive Hammer ,,1
25507,844,F.43OPT01.001.1,Menerapkan Ketentuan dan Peraturan Perundang-undangan yang terkait Keselamatan dan Kesehatan Kerja serta Lingkungan di Tempat Kerja,,1
25510,844,F.43OPT01.002.1,Melakukan Komunikasi dan Kerja sama di Tempat Kerja ,,1
25511,844,F.43OPT01.003.1,Melakukan Pemeliharaan Harian Sebelum Pengoperasian Pneumatic Tire Roller ,,1
25515,844,F.43OPT01.004.1,Melakukan Persiapan Pengoperasian Pneumatic Tire Roller ,,1
25517,844,F.43OPT01.005.1,Mengoperasikan Pneumatic Tire Roller Sesuai dengan Prosedur ,,1
25520,844,F.43OPT01.006.1,Melakukan Kegiatan Akhir Pengoperasian Pneumatic Tire Roller ,,1
26166,846,F.43OPT07.001.1,Melakukan Pemeliharaan sebelum Pengoperasian Ripper Tractor ,<p>-</p>,1
26168,846,F.43OPT07.002.1,Melakukan Persiapan Pengoperasian Ripper Tractor ,<p>-</p>,1
26170,846,F.43OPT07.003.1,Melakukan Pengoperasian Ripper Tractor sesuai Spesifikasi Pekerjaan ,,1
26173,846,F.43OPT07.004.1,Melakukan Pemeliharaan setelah Selesai Pengoperasian Ripper Tractor ,,1
27153,940,F.43OPT03.001.1,Menerapkan Ketentuan dan Peraturan Perundang-undangan yang terkait Keselamatan dan Kesehatan Kerja serta Lingkungan di Tempat Kerja ,,1
27154,940,F.43OPT03.002.1,Melakukan Komunikasi dan Kerja sama di Tempat Kerja ,,1
27155,940,F.43OPT03.003.1,Melakukan Pemeliharaan Harian Sebelum Pengoperasian Vibrator Roller ,,1
27156,940,F.43OPT03.004.1,Melakukan Persiapan Pengoperasian Vibrator Roller ,,1
27157,940,F.43OPT03.005.1,Mengoperasikan Vibrator Roller Sesuai dengan Prosedur ,,1
27158,940,F.43OPT03.006.1,Melakukan Kegiatan Akhir Pengoperasian Vibrator Roller ,,1
168327,970,F.43RAC01.001.1,Menerapkan Keselamatan dan Kesehatan Kerja dan Lingkungan Hidup (K3-LH) ,<p>.</p>,1
168328,970,F.43RAC01.002.1,Menerapkan Komunikasi di Tempat Kerja,<p>.</p>,1
168348,970,F.43RAC01.003.1,Menerapkan Kerjasama di Tempat Kerja,<p>.</p>,1
168371,970,F.43RAC01.004.1,Mempersiapkan Peralatan dan Material ,<p>.</p>,1
168374,970,F.43RAC01.005.1,Menginterpretasi Gambar Teknik Refrigerasi dan Tata Udara ,<p>.</p>,1
168376,970,F.43RAC01.006.1,Merangkai Sistem Kelistrikan Sederhana ,<p>.</p>,1
168379,970,F.43RAC01.007.1,Merangkai Sistem Pemipaan Sederhana ,<p>.</p>,1
168382,970,F.43RAC01.008.1,Menggunakan Alat Ukur Refrigerasi dan Tata Udara ,<p>.</p>,1
168384,970,F.43RAC01.009.1,Melakukan Instalasi Rangkaian Kontrol Motor Listrik Induksi 3 (Tiga) Phase,<p>.</p>,1
168387,970,F.43RAC01.010.1,Memeriksa Kebocoran Refrigeran ,<p>.</p>,1
168389,970,F.43RAC01.011.1,Menguji Instalasi Pemipaan ,<p>.</p>,1
168392,970,F.43RAC01.012.1,Mengevakuasi Sistem Refrigerasi dan Tata Udara ,<p>.</p>,1
168394,970,F.43RAC01.013.1,Melakukan Proses Pengisian Refrigeran ,<p>.</p>,1
168397,970,F.43RAC01.014.1,Melakukan Recovery Refrigeran ,<p>.</p>,1
168399,970,F.43RAC01.015.1,Melakukan Penanganan Refrigeran Amonia ,<p>.</p>,1
168402,970,F.43RAC01.016.1,Melakukan Penanganan Refrigeran Mudah Menyala (flammable) ,<p>.</p>,1
168404,970,F.43RAC01.017.1,Merawat Mesin Refrigerasi Komersial dan Industri ,<p>.</p>,1
168406,970,F.43RAC01.018.1,Merawat Unit Tata Udara Komersial dan Sistem VRF ,<p>.</p>,1
168407,970,F.43RAC01.019.1,Merawat Sistem Tata Udara Sentral dan Chiller,<p>.</p>,1
168408,970,F.43RAC01.020.1,Memasang Sistem Refrigerasi Komersial dan Industri ,<p>.</p>,1
168409,970,F.43RAC01.021.1,Memasang Unit Tata Udara Rumah Tangga/Residential ,<p>.</p>,1
168410,970,F.43RAC01.022.1,Memasang Unit Tata Udara Komersial dan Sistem VRF ,<p>.</p>,1
169394,970,F.43RAC01.023.1,Mengganti Komponen Elektrik dan Mekanik Pada Sistem Refrigerasi dan Tata Udara,,1
169397,970,F.43RAC01.024.1,Memperbaiki Unit dan Sistem Refrigerasi dan Tata Udara,,1
169398,970,F.43RAC01.025.1,Melakukan Testing dan Commissioning Unit Refrigerasi Komersial dan Industri,,1
169401,970,F.43RAC01.026.1,Melakukan Testing dan Commissioning Unit Tata Udara Komersial dan Sistem VRF,,1
169403,970,F.43RAC01.027.1,Melakukan Testing dan Commissioning Unit Chiller,,1
185138,1288,F.42RFP00.001.1,Menerapkan Peraturan Perundang-Undangan dan Sistem Manajemen Keselamatan dan Kesehatan Kerja dan Lingkungan (SMK3-L) pada Kegiatan Perawatan Fasilitas Pelabuhan,,1
185139,1288,F.42RFP00.002.1,Melaksanakan Komunikasi di Tempat Kerja,,1
185140,1288,F.42RFP00.003.1,Menginventarisasi Data dan Perlengkapan Fasilitas Pelabuhan,,1
185141,1288,F.42RFP00.004.1,Menganalisis Hasil Inventarisasi Data dan Perlengkapan Fasilitas Pelabuhan,,1
185142,1288,F.42RFP00.005.1,Membuat Jadwal dan Rencana Perawatan dan Pemeliharaan,,1
185143,1288,F.42RFP00.006.1,Melakukan Investigasi Struktur,,1
185144,1288,F.42RFP00.007.1,Melakukan Evaluasi dan Penilaian Hasil Investigasi Struktur,,1
185145,1288,F.42RFP00.008.1,Melakukan Perencanaan Penggunaan Fasilitas Pelabuhan Sebelum Perawatan dan Perbaikan,,1
185146,1288,F.42RFP00.009.1,Merencanakan Perawatan Dermaga dan Trestle,,1
185147,1288,F.42RFP00.010.1,Merencanakan Perawatan Causeway dan Lapangan Penumpukan,,1
185148,1288,F.42RFP00.011.1,Merencanakan Perawatan Gudang dan Terminal Penumpang,,1
185149,1288,F.42RFP00.012.1,Merencanakan Perawatan Penahan Gelombang,,1
185150,1288,F.42RFP00.013.1,Melaksanakan Pekerjaan Pemeliharaan Dermaga,,1
185151,1288,F.42RFP00.014.1,Melaksanakan Pekerjaan Pemeliharaan Trestle,,1
185152,1288,F.42RFP00.015.1,Melaksanakan Pekerjaan Pemeliharaan Causeway,,1
185153,1288,F.42RFP00.016.1,Melaksanakan Pekerjaan Pemeliharaan Lapangan Penumpukan,,1
185154,1288,F.42RFP00.017.1,Melaksanakan Pekerjaan Pemeliharaan Gudang,,1
185155,1288,F.42RFP00.018.1,Melaksanakan Pekerjaan Pemeliharaan Terminal Penumpang,,1
185156,1288,F.42RFP00.019.1,Melaksanakan Pekerjaan Perawatan Dermaga,,1
185157,1288,F.42RFP00.020.1,Melaksanakan Pekerjaan Perawatan Trestle,,1
185158,1288,F.42RFP00.021.1,Melaksanakan Pekerjaan Perawatan Causeway,,1
185159,1288,F.42RFP00.022.1,Melaksanakan Pekerjaan Perawatan Lapangan Penumpukan,,1
185160,1288,F.42RFP00.023.1,Melaksanakan Pekerjaan Perawatan Gudang,,1
185161,1288,F.42RFP00.024.1,Melaksanakan Pekerjaan Perawatan Terminal Penumpang,,1
185162,1288,F.42RFP00.025.1,Melaksanakan Pekerjaan Perawatan Penahan Gelombang,,1
185163,1288,F.42RFP00.026.1,Melaksanakan Pengendalian Kegiatan Perawatan dan Pemeliharaan,,1
185164,1288,F.42RFP00.027.1,Mengimplementasikan Peraturan Perundang- Undangan Terkait Pengadaan Jasa Konstruksi,,1
185165,1288,F.42RFP00.028.1,Mengimplementasikan Prosedur dan Pedoman Perawatan Fasilitas Pelabuhan,,1
185166,1288,F.42RFP00.029.1,Memeriksa Kesiapan Pelaksana Pekerjaan untuk Memulai Pelaksanaan Pekerjaan,,1
185167,1288,F.42RFP00.030.1,Melakukan Pengawasan Pelaksanaan Pekerjaan Perawatan Fasilitas Pelabuhan,,1
185168,1288,F.42RFP00.031.1,Melakukan Pengawasan Pelaksanaan Pekerjaan Perawatan Aksesoris Fasilitas Pelabuhan,,1
185169,1288,F.42RFP00.032.1,"Melakukan Pengawasan Mutu, Kuantitas, dan Waktu",,1
